Applicant ID,Name,Budget,Primary Skill,Secondary Skill,Project Location,Company,Time Zone,Work Hours,Avablity
136749,Kiron,15 LPA,"HTML,CSS",SQL,Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136750,Pollard,8 LPA,AWS,PHP,Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136751,Steve,8 LPA,"HTML,CSS",SQL,Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
136752,Waugh,9 LPA,Java,Angular JS,Colombia,Accountemps,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
136753,Mark,8.5 LPA,Java,Angular JS,Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
136754,Waugh,7.5 LPA,React JS,Java,Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
136755,Grant,8 LPA,PHP,CSS,Colombia,Accountemps,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
111,Amit Kumar,5 LPA,Java,React JS,India,Tacolicious,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
113,Aniket M,5 LPA,Python,Angular JS,India,Claude Lane,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
117,Sandeep,4 LPA,Angular JS,Ruby,India,Machka Restaurants Corp.,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
121,Sandesh,5 LPA,"C, C++",Java,India,Teriyaki House,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
127,Sumant,2 LPA,"HTML,CSS",Perl,India,Rosa Mexicano - Sunset,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
129,Vijay,5 LPA,Node JS,PHP,India,Mind of Beauty Day Spa,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
131,Dilip,6.5 LPA,Perl,SQL,India,Roy's Woodland Hills,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
133,Suraj,3 LPA,SQL,CSS,India,KoJa Kitchen,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134273,Ranga,3 LPA,React JS,AWS,India,King's Food Markets,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134274,Rajesh,2 LPA,Java,Angular JS,India,ALDI,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134275,Sunil,10 LPA,Angular JS,CSS,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134276,Ankit,15 LPA,"HTML,CSS",React JS,India,Kroger - Louisville,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134277,Varun,12 LPA,"C, C++",AWS,India,Coca-Cola Bottling Company Consolidated,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134278,Aditya,15 LPA,React JS,HTML,India,"CATCH, Inc.",Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134279,Sourav,8 LPA,"HTML,CSS",SQL,India,Kroger - Louisville,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134280,Sachin,8 LPA,AWS,PHP,India,LongHorn Steakhouse,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134281,Rahul,9 LPA,"HTML,CSS",SQL,India,New York Community Bank,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134282,Laxman,8.5 LPA,Java,Angular JS,India,Macy's,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134283,Virender,7.5 LPA,Java,Angular JS,India,Holiday Inn Express- Independently Owned & Operated,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134284,Mahender,8 LPA,React JS,Java,India,Kroger - Louisville,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134285,Ajit,9 LPA,PHP,CSS,India,ALDI,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134286,Zaheer,10 LPA,Java,HTML,India,ABBA Medical Transportation,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134287,Balaji,12 LPA,"HTML,CSS",PHP,India,State Street Bank,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134288,Anil,13 LPA,Java,HTML,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134291,Javagal,8 LPA,"HTML,CSS",SQL,India,Macy's,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134292,Venktesh,12 LPA,Java,React JS,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134293,Debashish,13 LPA,Python,Angular JS,India,"Peanut Gallery -- Galleria location, Dallas, TX",Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134295,Naman,8 LPA,Angular JS,Ruby,India,MICHAEL HILL,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134296,Romesh,9 LPA,"C, C++",Java,India,MICHAEL HILL,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134297,Ramesh,8 LPA,"HTML,CSS",SQL,India,MICHAEL HILL,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134298,Chaminda,6.5 LPA,Node JS,PHP,India,MICHAEL HILL,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134300,Marvan,9 LPA,PHP,Perl,India,Stanley Staffing,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134301,Ranatunga,10 LPA,SQL,CSS,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134302,Angelo,7.5 LPA,React JS,Java,India,"AAM, LLC.",Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134303,Dilhara,8 LPA,Perl,Angular JS,India,HCA-Tristar Health,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134304,Tilkaratene,9 LPA,AWS,CSS,India,Macy's,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134305,Kaluvithana,8 LPA,"HTML,CSS",Perl,India,ALDI,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134306,Muthaiaa,9 LPA,"C, C++",Angular JS,India,Corizon,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134307,Murlitharan,8 LPA,AWS,HTML,India,Kelly IT Resources,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134308,Roshan,9 LPA,"HTML,CSS",SQL,India,Volunteers of America Greater Ohio,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134309,Mahanama,10 LPA,"C, C++",AWS,India,South Davis Community Hospital,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134310,Dharamsena,11 LPA,"HTML,CSS",SQL,India,Community Health Charities,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134312,Sangakara,12 LPA,Perl,Angular JS,India,"United Recovery Systems, LP",Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134313,Jayawardene,8 LPA,GIT,Angular JS,India,Just 4 Kids Child Care Center,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134314,Mathews,9 LPA,"HTML,CSS",AWS,India,Accountemps,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134315,Chandana,8 LPA,PHP,CSS,India,Accountemps,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134316,Upul,9 LPA,Java,HTML,India,Global Technology Associates,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134317,Tharanga,8 LPA,"HTML,CSS",PHP,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134318,Rajverdhan,9 LPA,Java,HTML,India,Coca-Cola Bottling Company Consolidated,Indian Standrad Time,Night Shift-10 pm to 7 am,Part Time
134320,Senanayake,8 LPA,"HTML,CSS",SQL,India,Jackson North Medical center,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134321,Brian,9 LPA,"HTML,CSS",Perl,Peru,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134322,Lara,9 LPA,GIT,CSS,Peru,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134323,Curtely ,8 LPA,Perl,GIT,Colombia,OfficeTeam,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134324,Ambrose,7.5 LPA,AWS,Azure,Brazil,OfficeTeam,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
134327,Garry,3 LPA,AWS,GIT,Brazil,American Golf Corporation,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134328,Sobers,9 LPA,Docker,Kotlin,Argentina,American Golf Corporation,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134332,Ian,9 LPA,Java,React JS,Argentina,"United Natural Foods, Inc.",Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134333,Bishop,5 LPA,Python,Angular JS,Argentina,BK GLOBAL,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134334,Chris,5 LPA,Angular JS,Ruby,Argentina,Kirby Risk Corporation,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134335,Gayel,4 LPA,"C, C++",Java,Argentina,Main Line Health System,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134340,Carl,5 LPA,"HTML,CSS",Perl,Argentina,University Health System,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134343,Hooper,2 LPA,Node JS,PHP,Argentina,HCA-North Texas Division Inc.,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134344,Ramnaresh,5 LPA,Perl,SQL,Argentina,DST,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134345,Sarwan,6.5 LPA,SQL,CSS,Argentina,Service Corporation International,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134346,Shivnarein,3 LPA,React JS,AWS,Argentina,Lucky Eagle Casino,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134348,Chanderpaul,3 LPA,Java,Angular JS,Colombia,RGIS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134350,Dwayen,2 LPA,Angular JS,CSS,Colombia,RGIS,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134354,Bravo,10 LPA,"HTML,CSS",React JS,Colombia,The Evangelical Lutheran Good Samaritan Society,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134355,Darren,15 LPA,"C, C++",AWS,Colombia,The Evangelical Lutheran Good Samaritan Society,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134356,Bravo,12 LPA,React JS,HTML,Colombia,The Evangelical Lutheran Good Samaritan Society,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134357,Kiron,15 LPA,"HTML,CSS",SQL,Colombia,The Evangelical Lutheran Good Samaritan Society,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134358,Pollard,8 LPA,AWS,PHP,Colombia,Aaron's Sales and Lease,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134360,Steve,8 LPA,"HTML,CSS",SQL,Colombia,SSM Health Care Corporation,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134369,Waugh,9 LPA,Java,Angular JS,Colombia,Brightview Senior Living,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134370,Mark,8.5 LPA,Java,Angular JS,Colombia,UnitedHealth Group,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134373,Waugh,7.5 LPA,React JS,Java,Colombia,UnitedHealth Group,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
134375,Grant,8 LPA,PHP,CSS,Colombia,UnitedHealth Group,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134376,Jones,9 LPA,Java,HTML,Alberta,UnitedHealth Group,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134377,Andy,10 LPA,"HTML,CSS",PHP,British Colombia,UnitedHealth Group,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134378,Flower,12 LPA,Java,HTML,Alberta,UnitedHealth Group,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134379,Ian,13 LPA,"HTML,CSS",SQL,British Colombia,Destination XL Group,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134380,Chappel,8 LPA,Java,React JS,Alberta,Destination XL Group,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134381,Matthew,12 LPA,Python,Angular JS,Alberta,Destination XL Group,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134382,Hayden,13 LPA,Angular JS,Ruby,Alberta,Destination XL Group,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134383,Adam,8 LPA,"C, C++",Java,British  Colombia,UnitedHealth Group,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134386,Gilchrist,9 LPA,"HTML,CSS",SQL,British Colombia,"Healthstat, Inc.",Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134392,Glenn,8 LPA,Node JS,PHP,Alberta,UnitedHealth Group,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134393,McGrath,6.5 LPA,PHP,Perl,Alberta,Ensign Therapy,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134406,Jason,9 LPA,SQL,CSS,Alberta,Fifth Third Bank,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134408,Gillesspie,10 LPA,React JS,Java,Alberta,Spartanburg Regional Healthcare,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134410,Brett,7.5 LPA,Perl,Angular JS,Alberta,HCA-MidAmerica,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134411,Lee,8 LPA,AWS,CSS,Alberta,HCA-MidAmerica,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134412,Andy,9 LPA,"HTML,CSS",Perl,British Colombia,HCA-MidAmerica,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134413,Bichel,8 LPA,"C, C++",Angular JS,British  Colombia,HCA-MidAmerica,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134414,Michael,9 LPA,AWS,HTML,Alberta,HCA-MidAmerica,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134415,Kasporwichz,8 LPA,"HTML,CSS",SQL,British Colombia,HCA-MidAmerica,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134417,Balwinder,9 LPA,"C, C++",AWS,British  Colombia,Goodwill of Greater Washington,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134418,Sandhu,10 LPA,"HTML,CSS",SQL,British Colombia,Goodwill of Greater Washington,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134419,Kapil,11 LPA,Perl,Angular JS,Alberta,Goodwill of Greater Washington,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134420,Dev,12 LPA,GIT,Angular JS,Alberta,Goodwill of Greater Washington,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134421,Sunil,8 LPA,"HTML,CSS",AWS,British Colombia,Goodwill of Greater Washington,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134422,Gavaskar,9 LPA,PHP,CSS,Alberta,Goodwill of Greater Washington,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134423,Kriss,8 LPA,Java,HTML,Alberta,Devereux,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134426,Srikanth,9 LPA,"HTML,CSS",PHP,British Colombia,Parallon,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134427,Danny,8 LPA,Java,HTML,Alberta,Parallon,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134428,Morrison,9 LPA,"HTML,CSS",SQL,British Colombia,Parallon,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134429,Martin,8 LPA,"HTML,CSS",Perl,British Colombia,Parallon,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134430,Crowe,9 LPA,GIT,CSS,Alberta,Parallon,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134433,Joel,9 LPA,Perl,GIT,Alberta,Parallon,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134436,Garner,8 LPA,AWS,Azure,Alberta,Parallon,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134437,Gordon,7.5 LPA,AWS,GIT,Alberta,Parallon,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134438,Grinidge,3 LPA,Docker,Kotlin,Alberta,MGM Resorts International,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134439,Steven,9 LPA,"HTML,CSS",Perl,Peru,MGM Resorts International,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134440,Harmission,9 LPA,GIT,CSS,Peru,MGM Resorts International,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134441,Marcus,8 LPA,Perl,GIT,Colombia,MGM Resorts International,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134442,Terscotick,7.5 LPA,AWS,Azure,Brazil,MGM Resorts International,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
134443,Andrew,3 LPA,AWS,GIT,Brazil,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134444,Srtrauss,9 LPA,Docker,Kotlin,Argentina,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134445,Jimmy,9 LPA,Java,React JS,Argentina,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134446,Anderson,5 LPA,Python,Angular JS,Argentina,Fairfield Behavioral Health Services,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134447,Stuart,5 LPA,Angular JS,Ruby,Argentina,Sava Senior Care,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134448,Board,4 LPA,"C, C++",Java,Argentina,BrightKey Inc.,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134449,Chris,5 LPA,"HTML,CSS",Perl,Argentina,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134450,Board,2 LPA,Node JS,PHP,Argentina,Macy's,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134451,Darren,5 LPA,Perl,SQL,Argentina,Hofmann Services,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134452,Gough,6.5 LPA,SQL,CSS,Argentina,Macy's,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134453,Monty,3 LPA,React JS,AWS,Argentina,Vista College,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134454,Panesar,3 LPA,Java,Angular JS,Colombia,Convergys,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134455,Chris,2 LPA,Angular JS,CSS,Colombia,DENISON UNIVERSITY,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134456,Woaks,10 LPA,"HTML,CSS",React JS,Colombia,Macy's,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134457,Steven,15 LPA,"C, C++",AWS,Colombia,"Forward Air, Inc.",Eastren Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134458,Gerrad,12 LPA,React JS,HTML,Colombia,West Suburban Nursing and Rehabilitation Center,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134459,Wasim,15 LPA,"HTML,CSS",SQL,Colombia,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134460,Akram,8 LPA,AWS,PHP,Colombia,Macy's,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134461,Waqr,8 LPA,"HTML,CSS",SQL,Colombia,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134462,Younis,9 LPA,Java,Angular JS,Colombia,Securitas USA,Eastren Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134463,Saqlain,8.5 LPA,Java,Angular JS,Colombia,Amerigas,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134465,Maustq,7.5 LPA,React JS,Java,Colombia,Macy's,Eastren Standrad Time,Night Shift-10 pm to 7 am,Part Time
134466,Shane,8 LPA,PHP,CSS,Colombia,Macy's,Eastren Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134467,Bond,9 LPA,Java,HTML,Alberta,ALERE,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134470,Shane,10 LPA,"HTML,CSS",PHP,British Colombia,ALERE,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134471,Warne,12 LPA,Java,HTML,Alberta,Macy's,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134472,Paul,13 LPA,"HTML,CSS",SQL,British Colombia,Sava Senior Care,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134473,Strang,8 LPA,Java,React JS,Alberta,Midwest CareCenter,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134474,Shaun,12 LPA,Python,Angular JS,Alberta,Macy's,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134475,Pollouck,13 LPA,Angular JS,Ruby,Alberta,ALDI,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134477,Nike,8 LPA,"C, C++",Java,British  Colombia,Macy's,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134478,Boyje,9 LPA,"HTML,CSS",SQL,British Colombia,Macy's,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134479,Makhya,8 LPA,Node JS,PHP,Alberta,Macy's,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134480,Nitini,6.5 LPA,PHP,Perl,Alberta,Banfield Pet Hospital,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134481,Lungi,9 LPA,SQL,CSS,Alberta,Brookdale,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134482,Ngidi,10 LPA,React JS,Java,Alberta,Express Employment Professionals,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134483,Hamilton,7.5 LPA,Perl,Angular JS,Alberta,Macy's,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134484,Masakadza,8 LPA,AWS,CSS,Alberta,Macy's,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134485,Tatenda,9 LPA,"HTML,CSS",Perl,British Colombia,Macy's,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134486,Taibu,8 LPA,"C, C++",Angular JS,British  Colombia,Golden Living Centers,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134487,Heath,9 LPA,AWS,HTML,Alberta,Banfield Pet Hospital,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134488,Streak,8 LPA,"HTML,CSS",SQL,British Colombia,Macy's,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134489,Henry,9 LPA,"C, C++",AWS,British  Colombia,Macy's,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134490,Olanga,10 LPA,"HTML,CSS",SQL,British Colombia,Burnett Specialists,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134491,Douglas,11 LPA,Perl,Angular JS,Alberta,ALERE,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134492,Hondo,12 LPA,GIT,Angular JS,Alberta,ALERE,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134493,Morne,8 LPA,"HTML,CSS",AWS,British Colombia,ALDI,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134494,Morkel,9 LPA,PHP,CSS,Alberta,"Food Source Operating, LP",Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134495,Albie,8 LPA,Java,HTML,Alberta,ALERE,Mountain Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134496,Morkel,9 LPA,"HTML,CSS",PHP,British Colombia,Rasmussen College,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134497,Alvero,8 LPA,Java,HTML,Alberta,Banfield Pet Hospital,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134498,Pertersan,9 LPA,"HTML,CSS",SQL,British Colombia,Kelly Services,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134499,Andrew,8 LPA,"HTML,CSS",Perl,British Colombia,Bayside Search Group,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134500,Filntoff,9 LPA,GIT,CSS,Alberta,American Family Insurance - Agency Support,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134501,Yuvraj,9 LPA,Perl,GIT,Alberta,American Family Insurance - Agency Support,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134502,Singh,8 LPA,AWS,Azure,Alberta,American Family Insurance - Agency Support,Mountain Standrad Time,Night Shift-10 pm to 7 am,Part Time
134503,Harbhajan,7.5 LPA,AWS,GIT,Alberta,American Family Insurance - Agency Support,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134504,Singh,3 LPA,Docker,Kotlin,Alberta,American Family Insurance - Agency Support,Mountain Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134505,Amit Kumar,5 LPA,Java,React JS,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134507,Aniket M,5 LPA,Python,Angular JS,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134509,Sandeep,4 LPA,Angular JS,Ruby,India,Banfield Pet Hospital,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134510,Sandesh,5 LPA,"C, C++",Java,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134511,Sumant,2 LPA,"HTML,CSS",Perl,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134512,Vijay,5 LPA,Node JS,PHP,India,"The Village for Families & Children, Inc.",Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134513,Dilip,6.5 LPA,Perl,SQL,India,Macy's,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134516,Suraj,3 LPA,SQL,CSS,India,Macy's,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134517,Ranga,3 LPA,React JS,AWS,India,Macy's,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134518,Rajesh,2 LPA,Java,Angular JS,India,Macy's,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134520,Sunil,10 LPA,Angular JS,CSS,India,Pineville Rehabilitation & Living Center,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134521,Ankit,15 LPA,"HTML,CSS",React JS,India,BAYADA HOME HEALTH CARE,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134523,Varun,12 LPA,"C, C++",AWS,India,Charmer Sunbelt Group,Indian Standrad Time,Morning Shift-9 am to 6 pm,Part Time
134525,Aditya,15 LPA,React JS,HTML,India,Burpee Garden Products,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134526,Sourav,8 LPA,"HTML,CSS",SQL,India,Burpee Garden Products,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134527,Sachin,8 LPA,AWS,PHP,India,Remington College,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
134528,Rahul,9 LPA,"HTML,CSS",SQL,India,Burpee Garden Products,Indian Standrad Time,Morning Shift-9 am to 6 pm,Full Time 
134529,Laxman,8.5 LPA,Java,Angular JS,India,Burpee Garden Products,Indian Standrad Time,Night Shift-10 pm to 7 am,Full Time 
